star_age,star_mass,log_R,log_Teff,log_L
1.044317203287862206e+10,1.000000000000000000e+00,1.617534230109632098e-01,3.759143548736010754e+00,3.147741510006094590e-01
1.045564565487862206e+10,1.000000000000000000e+00,1.628296569953440187e-01,3.758874023051509194e+00,3.158485162313631744e-01
1.046811927687862206e+10,1.000000000000000000e+00,1.639200181633069242e-01,3.758597039253060323e+00,3.169213033734931129e-01
1.048059289887862396e+10,1.000000000000000000e+00,1.650627016846972217e-01,3.758293658364891154e+00,3.179931468635970870e-01
1.049306652087862396e+10,1.000000000000000000e+00,1.661738974390225276e-01,3.758006285995655116e+00,3.190660488953014906e-01
1.050554014287862587e+10,1.000000000000000000e+00,1.673111409321491327e-01,3.757703290519862183e+00,3.201285539783866319e-01
1.051801376487862587e+10,1.000000000000000000e+00,1.684657822619460288e-01,3.757391214252995937e+00,3.211895315705126652e-01
1.053048738687862587e+10,1.000000000000000000e+00,1.696369361075632243e-01,3.757069033944342884e+00,3.222431180271344564e-01
1.054296100887862778e+10,1.000000000000000000e+00,1.708287403817846384e-01,3.756735134496498763e+00,3.232911287842012982e-01
1.055543463087862778e+10,1.000000000000000000e+00,1.720379726291316747e-01,3.756392167726941178e+00,3.243377262006675310e-01
1.056790825287862778e+10,1.000000000000000000e+00,1.732649224965482904e-01,3.756037972027349348e+00,3.253748431371313865e-01
1.058038187487862968e+10,1.000000000000000000e+00,1.745114903563893261e-01,3.755672166372293841e+00,3.264047562365933186e-01
1.059285549687862968e+10,1.000000000000000000e+00,1.757787816979941020e-01,3.755294381071484278e+00,3.274281977165625079e-01
1.060532911887862968e+10,1.000000000000000000e+00,1.770672066692996760e-01,3.754903796626628321e+00,3.284427098797509381e-01
1.061780274087863159e+10,1.000000000000000000e+00,1.783775562149820249e-01,3.754499666614892650e+00,3.294468889241717879e-01
1.063027636287863159e+10,1.000000000000000000e+00,1.797120601282068408e-01,3.754081188485622445e+00,3.304419842335426516e-01
1.064274998487863350e+10,1.000000000000000000e+00,1.810322571137734649e-01,3.753666545185018855e+00,3.314238050022599302e-01
1.065522360687863350e+10,1.000000000000000000e+00,1.824290676120649823e-01,3.753208874052414323e+00,3.323867414684252841e-01
1.066769722887863350e+10,1.000000000000000000e+00,1.838401437480013945e-01,3.752742587841010558e+00,3.333437488946840999e-01
1.068017085087863541e+10,1.000000000000000000e+00,1.852797994647616964e-01,3.752258306907799046e+00,3.342859365953594897e-01
1.069264447287863541e+10,1.000000000000000000e+00,1.867095595304209543e-01,3.751775095432679397e+00,3.352126108261959114e-01
1.070511809487863541e+10,1.000000000000000000e+00,1.882195479685257467e-01,3.751245180708560056e+00,3.361129288059286346e-01
1.071759171687863731e+10,1.000000000000000000e+00,1.897472668239166549e-01,3.750705111406351655e+00,3.370080893078776785e-01
1.073006533887863731e+10,1.000000000000000000e+00,1.912742647257612005e-01,3.750157720328511690e+00,3.378725208002062996e-01
1.074238572739053535e+10,1.000000000000000000e+00,1.928303917420686464e-01,3.749587151789493866e+00,3.387025006767496182e-01
1.075445135991057014e+10,1.000000000000000000e+00,1.944247512289077329e-01,3.748987779660279074e+00,3.394937311335697872e-01
1.076616947999760437e+10,1.000000000000000000e+00,1.959629054328753117e-01,3.748406446069883380e+00,3.402447051799210032e-01
1.077754126340752411e+10,1.000000000000000000e+00,1.975369536512210922e-01,3.747794800409012250e+00,3.409462189731299331e-01
1.078856426854197693e+10,1.000000000000000000e+00,1.990567288099748533e-01,3.747198501946922722e+00,3.416005754422808960e-01
1.079923343910921478e+10,1.000000000000000000e+00,2.005871384105319399e-01,3.746586203270395377e+00,3.422121999372841339e-01
1.080957070639193153e+10,1.000000000000000000e+00,2.020987553041001528e-01,3.745973148806827968e+00,3.427832158701502041e-01
1.081957689924544525e+10,1.000000000000000000e+00,2.035791371527974347e-01,3.745364282898464570e+00,3.433085159340913961e-01
1.082927692289983940e+10,1.000000000000000000e+00,2.050848450413754742e-01,3.744734687085539804e+00,3.438015484595486893e-01
1.083866816534786224e+10,1.000000000000000000e+00,2.065379554981062182e-01,3.744123300301293256e+00,3.442622222360248729e-01
1.084776636415216064e+10,1.000000000000000000e+00,2.079833825096513988e-01,3.743504561020977395e+00,3.446781191378498477e-01
1.085659821244541359e+10,1.000000000000000000e+00,2.094516646615727506e-01,3.742868435955295059e+00,3.450701831789618756e-01
1.086515178666835594e+10,1.000000000000000000e+00,2.108646705871348170e-01,3.742254154000364874e+00,3.454390672103677118e-01
1.087345378599813271e+10,1.000000000000000000e+00,2.122755778197592258e-01,3.741631443711542548e+00,3.457700405203268379e-01
1.088153051085647202e+10,1.000000000000000000e+00,2.137138865440382784e-01,3.740990872619392338e+00,3.460843736002850446e-01
1.088936337635717773e+10,1.000000000000000000e+00,2.150978631443547229e-01,3.740371534743960336e+00,3.463749752991886477e-01
1.089697410628950119e+10,1.000000000000000000e+00,2.164963198460860549e-01,3.739740810413228811e+00,3.466489913797264899e-01
1.090438324987174416e+10,1.000000000000000000e+00,2.178836072693182413e-01,3.739111435061694078e+00,3.469060648200501529e-01
1.091817620075486755e+10,1.000000000000000000e+00,2.205523453119964117e-01,3.737889294363836878e+00,3.473549781139774750e-01
1.095060348417247772e+10,1.000000000000000000e+00,2.272783234165443866e-01,3.734787834659001327e+00,3.484010955037333823e-01
1.097966717240399551e+10,1.000000000000000000e+00,2.339454085545367157e-01,3.731728737920196437e+00,3.494988788244972056e-01
1.100600085173089027e+10,1.000000000000000000e+00,2.406019201230823468e-01,3.728743570108836280e+00,3.508712307161490074e-01
1.103013735888144302e+10,1.000000000000000000e+00,2.473109346733411984e-01,3.725866043947803963e+00,3.527791551725353858e-01
1.105260809701542473e+10,1.000000000000000000e+00,2.540846417385164702e-01,3.723129095692298218e+00,3.553787762808650608e-01
1.107378458506143570e+10,1.000000000000000000e+00,2.610267788292331970e-01,3.720533186961874073e+00,3.588794155406019315e-01
1.109400035797837067e+10,1.000000000000000000e+00,2.681534797707686435e-01,3.718098722408568868e+00,3.633949592104516180e-01
1.111347728197362137e+10,1.000000000000000000e+00,2.754637633405419561e-01,3.715850222387638624e+00,3.690215262662748241e-01
1.113239472881365585e+10,1.000000000000000000e+00,2.830268593924505915e-01,3.713775299908832483e+00,3.758480284548686989e-01
1.115087124708675385e+10,1.000000000000000000e+00,2.908095713904808033e-01,3.711892198342401361e+00,3.838810461852050215e-01
1.116903682830409431e+10,1.000000000000000000e+00,2.988398414559883531e-01,3.710189125777914931e+00,3.931292960582741247e-01
1.118697550012183952e+10,1.000000000000000000e+00,3.071298051135138985e-01,3.708658325298148650e+00,4.035860214542604796e-01
1.120469393045386314e+10,1.000000000000000000e+00,3.156420539592073582e-01,3.707297695622385980e+00,4.151680004425954418e-01
1.122227423161529922e+10,1.000000000000000000e+00,3.243780583084985847e-01,3.706097195202268324e+00,4.278380074607076033e-01
1.123972439701445007e+10,1.000000000000000000e+00,3.333201016333916522e-01,3.705043227322975863e+00,4.415062225933250040e-01
1.125699941915592766e+10,1.000000000000000000e+00,3.424805800013187573e-01,3.704112195602525581e+00,4.561030524473785319e-01
1.127406756144444466e+10,1.000000000000000000e+00,3.517846451614836112e-01,3.703297313636350729e+00,4.714516549030065007e-01
1.129090547990969276e+10,1.000000000000000000e+00,3.611865605301272097e-01,3.702599128449374888e+00,4.874627448923931627e-01
1.130751207836545753e+10,1.000000000000000000e+00,3.707793173060060510e-01,3.701969515814165224e+00,5.041298079033114110e-01
1.132379518307468605e+10,1.000000000000000000e+00,3.803702623541335703e-01,3.701434928515781486e+00,5.211733488060332764e-01
1.133977351155373573e+10,1.000000000000000000e+00,3.901098315495021285e-01,3.700947435852130596e+00,5.387025165421654993e-01
1.135539141985992622e+10,1.000000000000000000e+00,3.998363219039109961e-01,3.700523989936610025e+00,5.564617135889007304e-01
1.137057864155411148e+10,1.000000000000000000e+00,4.095642496651135667e-01,3.700142440629010654e+00,5.743913718809073865e-01
1.138504980651824951e+10,1.000000000000000000e+00,4.191172087747744857e-01,3.699798296918700657e+00,5.921207152589885725e-01
1.139866308388940620e+10,1.000000000000000000e+00,4.283971807399262755e-01,3.699481894082379707e+00,6.094150478440094609e-01
1.141148429132323647e+10,1.000000000000000000e+00,4.373739028931545869e-01,3.699192093972718087e+00,6.262092917118214919e-01
1.142359811322365379e+10,1.000000000000000000e+00,4.461548327822827953e-01,3.698909553755715951e+00,6.426409906220664769e-01
1.143504609710280418e+10,1.000000000000000000e+00,4.546396493522995019e-01,3.698651149554298190e+00,6.585770069564300666e-01
1.144588307409436226e+10,1.000000000000000000e+00,4.628717540867900992e-01,3.698405480028824854e+00,6.740585383235165873e-01
1.145615488669474602e+10,1.000000000000000000e+00,4.710086755900643185e-01,3.698145177681444462e+00,6.892911719405447890e-01
1.146590132983302689e+10,1.000000000000000000e+00,4.787537419967209384e-01,3.697924180963889640e+00,7.038973178836386291e-01
1.147516534623726082e+10,1.000000000000000000e+00,4.865780739160783797e-01,3.697661351233378024e+00,7.184946628003086033e-01
1.148397598087212372e+10,1.000000000000000000e+00,4.940143410615890351e-01,3.697433726136135856e+00,7.324566967023582453e-01
1.149236571871260262e+10,1.000000000000000000e+00,5.014259175306449157e-01,3.697184486047134122e+00,7.462828892844635131e-01
1.150036648894111061e+10,1.000000000000000000e+00,5.086867412692481771e-01,3.696936344269259767e+00,7.598119696501737241e-01
1.150799996273458862e+10,1.000000000000000000e+00,5.157712721267396772e-01,3.696691857435767226e+00,7.730030840311843399e-01
1.151528811244508553e+10,1.000000000000000000e+00,5.227166131847051922e-01,3.696443028905968653e+00,7.858984520279239661e-01
1.152225493759933662e+10,1.000000000000000000e+00,5.295418569731052960e-01,3.696195094193547082e+00,7.985572007550377771e-01
1.152892623891660118e+10,1.000000000000000000e+00,5.361943749193651687e-01,3.695954651827993320e+00,8.109004671853428103e-01
1.153531460340516663e+10,1.000000000000000000e+00,5.427721855970265574e-01,3.695706594941627010e+00,8.230638609951992368e-01
1.154143177445321465e+10,1.000000000000000000e+00,5.492687226488557339e-01,3.695453205089644477e+00,8.350433756909281247e-01
1.154729615899883461e+10,1.000000000000000000e+00,5.556315301989721567e-01,3.695201634973773075e+00,8.467627103276749168e-01
1.155292739112796783e+10,1.000000000000000000e+00,5.618256897659476001e-01,3.694953493960519975e+00,8.581584654086139574e-01
1.155833441634085846e+10,1.000000000000000000e+00,5.680168049250249318e-01,3.694694204255770220e+00,8.695035369077688259e-01
1.156353411318620872e+10,1.000000000000000000e+00,5.740760830902494893e-01,3.694435502742413391e+00,8.805872871847917338e-01
1.156853493722180367e+10,1.000000000000000000e+00,5.800986789642449404e-01,3.694166621249017179e+00,8.915569529591975684e-01
1.157334309600493240e+10,1.000000000000000000e+00,5.859076567569349026e-01,3.693914315366630063e+00,9.021656850150270301e-01
1.157797535917286682e+10,1.000000000000000000e+00,5.917564639164714091e-01,3.693639949561888347e+00,9.127658361151339550e-01
1.158244243748908997e+10,1.000000000000000000e+00,5.975016346655486199e-01,3.693372915631962794e+00,9.231880418935866084e-01
1.158674835208604622e+10,1.000000000000000000e+00,6.031198438568521336e-01,3.693110390404228394e+00,9.333743593652558124e-01
1.159090232368076515e+10,1.000000000000000000e+00,6.086712892169550138e-01,3.692841978136673031e+00,9.434036010152396790e-01
1.159490444994365692e+10,1.000000000000000000e+00,6.141550228791519128e-01,3.692572606106316879e+00,9.532935802182079810e-01
1.159877216018651009e+10,1.000000000000000000e+00,6.195560449696363436e-01,3.692304259585721837e+00,9.630222383167967859e-01
1.160251700521846390e+10,1.000000000000000000e+00,6.249398306538618275e-01,3.692029680712808126e+00,9.726914941935952408e-01
1.160613268072961235e+10,1.000000000000000000e+00,6.301802122928892302e-01,3.691761757115748832e+00,9.821005630834115374e-01
1.160963046597805405e+10,1.000000000000000000e+00,6.354064077781392816e-01,3.691486544555838467e+00,9.914521038142724008e-01
1.161301812472258949e+10,1.000000000000000000e+00,6.405422707544351502e-01,3.691214403954229617e+00,1.000635267360424852e+00
1.161629730465425110e+10,1.000000000000000000e+00,6.456402450894943579e-01,3.690935400221093232e+00,1.009715201098001058e+00
1.161946458989718437e+10,1.000000000000000000e+00,6.506254075577756479e-01,3.690664619466154317e+00,1.018602403014807978e+00
1.162254041289801407e+10,1.000000000000000000e+00,6.555900308960834755e-01,3.690389130900341819e+00,1.027429695428170753e+00
1.162552001302908516e+10,1.000000000000000000e+00,6.604730156266040986e-01,3.690116881326824139e+00,1.036106666595144610e+00
1.162841530218540192e+10,1.000000000000000000e+00,6.653403655215364143e-01,3.689839880538044792e+00,1.044733363229889411e+00
1.163121930833926010e+10,1.000000000000000000e+00,6.701070669716575612e-01,3.689565672978099453e+00,1.053169935890349906e+00
1.163394769554218483e+10,1.000000000000000000e+00,6.748432150928055373e-01,3.689289719497437225e+00,1.061538418209998058e+00
1.163659137687727928e+10,1.000000000000000000e+00,6.795227291141433534e-01,3.689012935603249499e+00,1.069790310675924117e+00
1.163916212935311127e+10,1.000000000000000000e+00,6.841335774454572194e-01,3.688739312690666683e+00,1.077917515688219252e+00
1.164165942855990601e+10,1.000000000000000000e+00,6.887340690727083992e-01,3.688459306988109088e+00,1.085998476132491009e+00
1.164408641705438423e+10,1.000000000000000000e+00,6.932656801025917082e-01,3.688183879266370813e+00,1.093959987305304749e+00
1.164644480116757393e+10,1.000000000000000000e+00,6.977367916153009997e-01,3.687909823160672396e+00,1.101805985907929220e+00
1.164874203240458870e+10,1.000000000000000000e+00,7.021709940324245558e-01,3.687635727141234554e+00,1.109578006664426075e+00
1.165097467486773300e+10,1.000000000000000000e+00,7.065560772371060061e-01,3.687359269286046182e+00,1.117242341653034821e+00
1.165315129307090187e+10,1.000000000000000000e+00,7.108954952488600876e-01,3.687085094791652917e+00,1.124824479698971702e+00
1.165527022081587982e+10,1.000000000000000000e+00,7.151927367592471052e-01,3.686811747634155534e+00,1.132325574089753539e+00
1.165733675180797005e+10,1.000000000000000000e+00,7.194450875008084889e-01,3.686539511759532761e+00,1.139741332074386104e+00
1.165935171140171623e+10,1.000000000000000000e+00,7.236660543718628213e-01,3.686262152498587241e+00,1.147073828772712467e+00
1.166131446487795639e+10,1.000000000000000000e+00,7.278352769912280751e-01,3.685990663789478372e+00,1.154326319175007054e+00
1.166322950615918922e+10,1.000000000000000000e+00,7.319662234159097780e-01,3.685719248650249469e+00,1.161502551467456623e+00
1.166509465173335457e+10,1.000000000000000000e+00,7.360468621069704565e-01,3.685448805611570844e+00,1.168582056694862592e+00
1.166692055588453865e+10,1.000000000000000000e+00,7.401086834073865584e-01,3.685174494671937584e+00,1.175608455537161978e+00
1.166870211661069298e+10,1.000000000000000000e+00,7.441198365564424266e-01,3.684905450779136338e+00,1.182554586264066510e+00
1.167044130682706642e+10,1.000000000000000000e+00,7.480919390603320007e-01,3.684636410080823765e+00,1.189422628478598920e+00
1.167214032847451019e+10,1.000000000000000000e+00,7.520281213348867233e-01,3.684367835740761432e+00,1.196220695667456591e+00
1.167379949188109016e+10,1.000000000000000000e+00,7.559265044225285113e-01,3.684099006648108521e+00,1.202942145472129853e+00
1.167542114380958557e+10,1.000000000000000000e+00,7.597840145341852036e-01,3.683831384078073867e+00,1.209586675415305290e+00
1.167700475503518677e+10,1.000000000000000000e+00,7.636015547094774369e-01,3.683566597617392802e+00,1.216162609923163274e+00
1.167855300177401161e+10,1.000000000000000000e+00,7.673839166916666121e-01,3.683300397539047921e+00,1.222662533574160992e+00
1.168006707272368431e+10,1.000000000000000000e+00,7.711274287691248785e-01,3.683037364559178961e+00,1.229097425809605237e+00
1.168154696717312241e+10,1.000000000000000000e+00,7.748327066650829709e-01,3.682774469936635597e+00,1.235456403111348633e+00
1.168299525836929893e+10,1.000000000000000000e+00,7.785019237384966928e-01,3.682514162406488989e+00,1.241753607137585869e+00
1.168441237523471642e+10,1.000000000000000000e+00,7.821415966059249714e-01,3.682252464441021722e+00,1.247986161010576023e+00
1.168579876025315475e+10,1.000000000000000000e+00,7.857403814294029454e-01,3.681994654246524501e+00,1.254152489879543753e+00
1.168715575693445587e+10,1.000000000000000000e+00,7.893070059763769297e-01,3.681734190546409824e+00,1.260243884173029905e+00
1.168848428717107582e+10,1.000000000000000000e+00,7.928414507080373541e-01,3.681477981135910404e+00,1.266287935994354186e+00
1.168978701413743019e+10,1.000000000000000000e+00,7.963404149853049452e-01,3.681222648285226384e+00,1.272264533146152177e+00
1.169106244339306450e+10,1.000000000000000000e+00,7.998076857367276693e-01,3.680968414525580545e+00,1.278182139610417156e+00
1.169231214096930122e+10,1.000000000000000000e+00,8.032489651804516351e-01,3.680712319600604410e+00,1.284040318797957880e+00
1.169353657005596542e+10,1.000000000000000000e+00,8.066510911693566266e-01,3.680460585114554650e+00,1.289837632831568603e+00
1.169473722422978401e+10,1.000000000000000000e+00,8.100235469126735310e-01,3.680210428826627744e+00,1.295581919166497453e+00
1.169591454525803566e+10,1.000000000000000000e+00,8.133639057326074173e-01,3.679959241957666105e+00,1.301257889330516893e+00
1.169706791029344559e+10,1.000000000000000000e+00,8.166749386906115848e-01,3.679709144576962299e+00,1.306879565723710668e+00
1.169819963099717903e+10,1.000000000000000000e+00,8.199527862879462115e-01,3.679462512596692214e+00,1.312448732997300915e+00
1.169930964754042244e+10,1.000000000000000000e+00,8.232030920081866432e-01,3.679214254345067658e+00,1.317956311431281557e+00
1.170039902745584869e+10,1.000000000000000000e+00,8.264206848264745719e-01,3.678969237280711457e+00,1.323411428810431500e+00
1.170146792930969048e+10,1.000000000000000000e+00,8.296078669927332561e-01,3.678725438261189584e+00,1.328810597064862264e+00
1.170251707591386032e+10,1.000000000000000000e+00,8.327680220709940961e-01,3.678481813527796795e+00,1.334156408287814122e+00
1.170354658749018288e+10,1.000000000000000000e+00,8.358931657372444812e-01,3.678241912478042774e+00,1.339447091421297698e+00
1.170455786533021736e+10,1.000000000000000000e+00,8.389909722228390265e-01,3.678002962243267504e+00,1.344686903453386151e+00
1.170555127328675079e+10,1.000000000000000000e+00,8.420644935505021689e-01,3.677763729794047087e+00,1.349877016311831657e+00
1.170652698837572861e+10,1.000000000000000000e+00,8.451026530763010580e-01,3.677527680310400005e+00,1.355009137428839106e+00
1.170748569499812508e+10,1.000000000000000000e+00,8.481129983453559174e-01,3.677292874974666059e+00,1.360090606624013709e+00
1.170842733858092880e+10,1.000000000000000000e+00,8.510966574531485529e-01,3.677057143128400263e+00,1.365114997454538015e+00
1.170935292688949966e+10,1.000000000000000000e+00,8.540511068973776210e-01,3.676824526589821396e+00,1.370093430188678907e+00
1.171026241625543404e+10,1.000000000000000000e+00,8.569704402432403167e-01,3.676594633628338382e+00,1.375012525034470912e+00
1.171115612203412628e+10,1.000000000000000000e+00,8.598660176163530622e-01,3.676363278678244306e+00,1.379878259980320987e+00
1.171203534305671692e+10,1.000000000000000000e+00,8.627324469429945575e-01,3.676134530932849476e+00,1.384696127652024655e+00
1.171289996263910866e+10,1.000000000000000000e+00,8.655621417560891429e-01,3.675909301807271934e+00,1.389454600775904325e+00
1.171375089471865463e+10,1.000000000000000000e+00,8.683698600931257783e-01,3.675683128712405434e+00,1.394165345070511597e+00
1.171458791428459549e+10,1.000000000000000000e+00,8.711437076610879515e-01,3.675460510218741650e+00,1.398822566231781250e+00
1.171541120245289803e+10,1.000000000000000000e+00,8.738799381312138959e-01,3.675239869002638660e+00,1.403412462307619402e+00
1.171622115403139877e+10,1.000000000000000000e+00,8.765877421325753982e-01,3.675023820838967392e+00,1.407963877655658225e+00
1.171701886617973709e+10,1.000000000000000000e+00,8.792641084748175073e-01,3.674807746936831876e+00,1.412452314731601488e+00
1.171780472766114235e+10,1.000000000000000000e+00,8.819176435144263637e-01,3.674589029409036200e+00,1.416884514699636943e+00
1.171857841549703217e+10,1.000000000000000000e+00,8.845286137217789335e-01,3.674377332745311087e+00,1.421259668459440295e+00
1.171933950928644753e+10,1.000000000000000000e+00,8.871073838677365764e-01,3.674167814011672473e+00,1.425579133816802013e+00
1.172008959836647797e+10,1.000000000000000000e+00,8.896509334576300221e-01,3.673958934079543770e+00,1.429830713268071651e+00
1.172082889249499512e+10,1.000000000000000000e+00,8.921612485016109373e-01,3.673754806213471280e+00,1.434034831891744854e+00
1.172155700267132568e+10,1.000000000000000000e+00,8.946308792021343548e-01,3.673551277034680762e+00,1.438159976577630950e+00
1.172227484203732872e+10,1.000000000000000000e+00,8.970610917125947381e-01,3.673352218129938063e+00,1.442224165979578254e+00
1.172298216012148666e+10,1.000000000000000000e+00,8.994585663709376844e-01,3.673153632077369224e+00,1.446224771085991456e+00
1.172368019812627602e+10,1.000000000000000000e+00,9.018188939312327124e-01,3.672956726518673332e+00,1.450157803971797943e+00
1.172436817616339302e+10,1.000000000000000000e+00,9.041283922671081719e-01,3.672765822040330530e+00,1.454013182730177878e+00
1.172504686857619858e+10,1.000000000000000000e+00,9.063893677647638647e-01,3.672579523091682230e+00,1.457789937930894508e+00
1.172571669129847527e+10,1.000000000000000000e+00,9.086083318137322395e-01,3.672396403344100779e+00,1.461495387038507232e+00
1.172637742531920242e+10,1.000000000000000000e+00,9.107794223159804137e-01,3.672217117575824918e+00,1.465120424969898583e+00
1.172702981152770996e+10,1.000000000000000000e+00,9.129017366511771314e-01,3.672039889285868774e+00,1.468656140480469441e+00
1.172767387551947212e+10,1.000000000000000000e+00,9.149658034767581549e-01,3.671869355287224135e+00,1.472102138137049154e+00
1.172830972616390610e+10,1.000000000000000000e+00,9.169709961185417146e-01,3.671703541343615651e+00,1.475449267646185003e+00
1.172893819054221153e+10,1.000000000000000000e+00,9.189122020732705121e-01,3.671543065881569756e+00,1.478689777707458131e+00
1.172955971524672127e+10,1.000000000000000000e+00,9.207975072840542952e-01,3.671384298879551533e+00,1.481825320120953915e+00
1.173017337557295609e+10,1.000000000000000000e+00,9.226042220155634688e-01,3.671235528815111504e+00,1.484843669326211479e+00
1.173077982610816765e+10,1.000000000000000000e+00,9.243393590519646263e-01,3.671092276704322366e+00,1.487740934955856353e+00
1.173137987591491508e+10,1.000000000000000000e+00,9.259966975090638819e-01,3.670955930195940464e+00,1.490510225836527702e+00
1.173197324186388397e+10,1.000000000000000000e+00,9.275626998337468399e-01,3.670828195399507887e+00,1.493131291300163976e+00
1.173256044124009514e+10,1.000000000000000000e+00,9.290445224302020799e-01,3.670707662039673913e+00,1.495612803053739448e+00
1.173314280383960915e+10,1.000000000000000000e+00,9.304351055426778316e-01,3.670594893738440945e+00,1.497942896073758634e+00
1.173371922835733986e+10,1.000000000000000000e+00,9.317181138633982007e-01,3.670492624258089087e+00,1.500099834793789055e+00
1.173428999195795822e+10,1.000000000000000000e+00,9.328878652484675627e-01,3.670400655397952683e+00,1.502071462123382606e+00
1.173485638503140259e+10,1.000000000000000000e+00,9.339434900917797933e-01,3.670319777868733535e+00,1.503859201693131808e+00
1.173541799187943459e+10,1.000000000000000000e+00,9.348718746773548860e-01,3.670249008097748789e+00,1.505432891780342342e+00
1.173597522834102440e+10,1.000000000000000000e+00,9.356686967059600901e-01,3.670191019775584262e+00,1.506794582548895534e+00
1.173652890547089577e+10,1.000000000000000000e+00,9.363257675706962990e-01,3.670146441308041130e+00,1.507930410408197197e+00
1.173707874587833977e+10,1.000000000000000000e+00,9.368228562682728855e-01,3.670116095876456708e+00,1.508803206077009351e+00
1.173762591069614410e+10,1.000000000000000000e+00,9.371633598681209376e-01,3.670101139827259829e+00,1.509424389079920603e+00
1.173795287882858276e+10,1.000000000000000000e+00,9.372867441427150670e-01,3.670099769328224237e+00,1.509665675632965609e+00
2.736267987106650708e+03,1.000000000000000000e+00,-6.798949206405659196e-02,3.763955114921440082e+00,-1.254654144077147759e-01
6.019789571634632011e+03,1.000000000000000000e+00,-6.800446325222712918e-02,3.763949748401405948e+00,-1.255168228641934669e-01
9.960015473068207939e+03,1.000000000000000000e+00,-6.802240601340286963e-02,3.763943310219188820e+00,-1.255784611154122932e-01
1.468828655478849760e+04,1.000000000000000000e+00,-6.804390468942350667e-02,3.763935586050538351e+00,-1.256523551420542506e-01
2.036221185285284810e+04,1.000000000000000000e+00,-6.806964200439974411e-02,3.763926317731217885e+00,-1.257409030492898649e-01
2.717092221053006506e+04,1.000000000000000000e+00,-6.810047672981009437e-02,3.763915203200683735e+00,-1.258470306222462531e-01
3.534137463974272396e+04,1.000000000000000000e+00,-6.813738094428802017e-02,3.763901872670396109e+00,-1.259741611723530497e-01
4.514591755479791755e+04,1.000000000000000000e+00,-6.818152225374959907e-02,3.763885773752354336e+00,-1.261268394634447454e-01
5.691136905286415276e+04,1.000000000000000000e+00,-6.823429067533091918e-02,3.763866609013701847e+00,-1.263090352612179224e-01
7.102991085054363066e+04,1.000000000000000000e+00,-6.829732266473798052e-02,3.763843631902971332e+00,-1.265270076829515256e-01
8.797216100775900122e+04,1.000000000000000000e+00,-6.837254338580243951e-02,3.763816090226677957e+00,-1.267876158302553569e-01
1.083028611964174488e+05,1.000000000000000000e+00,-6.846220715259022926e-02,3.763783086641216524e+00,-1.270989577056770847e-01
1.326997014228075859e+05,1.000000000000000000e+00,-6.856893883144203616e-02,3.763743551361919959e+00,-1.274705621805648503e-01
1.619759096944757621e+05,1.000000000000000000e+00,-6.869577303585670813e-02,3.763696213595709938e+00,-1.279135816542372461e-01
1.971073596204775386e+05,1.000000000000000000e+00,-6.884618598182810911e-02,3.763639564759402756e+00,-1.284410028914065027e-01
2.392650995316797053e+05,1.000000000000000000e+00,-6.902411263047748824e-02,3.763571825229822920e+00,-1.290678143070246864e-01
2.898543874251223169e+05,1.000000000000000000e+00,-6.923393704017137551e-02,3.763490902754814904e+00,-1.298111530264447755e-01
3.505615328972534044e+05,1.000000000000000000e+00,-6.948022066618396442e-02,3.763397335513260611e+00,-1.306779892446859048e-01
4.234101074638107093e+05,1.000000000000000000e+00,-6.976797395206735253e-02,3.763283255346342226e+00,-1.317098164841282448e-01
5.108283969436794287e+05,1.000000000000000000e+00,-7.010248798601044495e-02,3.763147819393268811e+00,-1.329205883643078956e-01
6.157303443195219152e+05,1.000000000000000000e+00,-7.048852270117135499e-02,3.762987427221474057e+00,-1.343342264818082610e-01
7.416126811705330620e+05,1.000000000000000000e+00,-7.092999182116080381e-02,3.762798159405863263e+00,-1.359742359842321113e-01
8.926714853917461587e+05,1.000000000000000000e+00,-7.142910204661688522e-02,3.762576203958986731e+00,-1.378602782226489576e-01
1.073942050457202131e+06,1.000000000000000000e+00,-7.198472511922540673e-02,3.762318096061699091e+00,-1.400039559570178116e-01
1.291466728535749018e+06,1.000000000000000000e+00,-7.258990999585811232e-02,3.762023725360062798e+00,-1.423918085168270897e-01
1.552496342230005423e+06,1.000000000000000000e+00,-7.323466988662916122e-02,3.761689523986266437e+00,-1.450181337935547154e-01
1.865731878663113108e+06,1.000000000000000000e+00,-7.389850369960225540e-02,3.761316961210150023e+00,-1.478360525239666712e-01
2.241614522382842377e+06,1.000000000000000000e+00,-7.454821087566515514e-02,3.760917060001201850e+00,-1.507350717118830508e-01
2.692673694846517406e+06,1.000000000000000000e+00,-7.514477704878499975e-02,3.760496789246536409e+00,-1.536092870767871710e-01
3.233944701802927069e+06,1.000000000000000000e+00,-7.563525836188250695e-02,3.760079197309675436e+00,-1.562606174504252987e-01
3.883469910150619224e+06,1.000000000000000000e+00,-7.596670954754845828e-02,3.759687982635202985e+00,-1.584883785196469219e-01
4.662900160167849623e+06,1.000000000000000000e+00,-7.609083801993687945e-02,3.759353394782330327e+00,-1.600749868759148709e-01
5.598216460188525729e+06,1.000000000000000000e+00,-7.598329940936852933e-02,3.759099995946104666e+00,-1.608735049996794231e-01
6.720596020213337615e+06,1.000000000000000000e+00,-7.565320446570267254e-02,3.758943544244839341e+00,-1.608391219174098719e-01
